Structures,Volume in nm3
ICIZAV_clean.cif,0.8
ICIZOL_clean.cif,2.8
ICORAV_clean.cif,1.3
ICORAV_ion_b.cif,1.3
ICOWON_clean.cif,1.0
ICOYIK_clean.cif,2.6
IDAGEA_charged.cif,2.6
IDAGOL_clean.cif,1.8
IDAGUR_clean.cif,1.8
IDAHAY_clean.cif,1.4
IDAZEU_clean.cif,0.8
IDEYOF_clean.cif,5.8
IDIWIB_clean.cif,1.5
IDIWOH01_clean.cif,1.5
IDIWOH_clean.cif,1.5
IDIWUN_clean.cif,5.8
IDIXAU_clean.cif,4.5
IDORAW_clean.cif,14.4
IDORIE_clean.cif,9.7
IDUDES_clean.cif,1.7
IDUDIW_clean.cif,1.9
IDUTUW_clean.cif,1.9
IDUYOX_clean.cif,4.2
IFAGON_clean.cif,11.5
IFAHEC_clean.cif,4.7
IFAQUC_clean.cif,4.8
IFAREN_charged.cif,10.5
IFASOZ_clean.cif,6.7
IFEHUY_clean.cif,4.1
IFENOY01_SL.cif,1.9
IFENOY01_clean.cif,1.9
IFENOY02_SL.cif,3.7
IFENOY02_clean.cif,1.9
IFENOY03_SL.cif,3.7
IFENOY03_clean.cif,1.9
IFENOY_clean.cif,1.9
IFEPIT_clean.cif,1.6
IFEPUG01_clean.cif,3.2
IFEPUG02_clean.cif,3.7
IFEPUG03_clean.cif,3.6
IFEPUG04_clean.cif,3.6
IFEPUG05_clean.cif,3.5
IFEPUG06_clean.cif,3.4
IFEPUG07_clean.cif,3.4
IFEPUG08_clean.cif,3.3
IFEPUG09_clean.cif,3.3
IFEPUG10_clean.cif,3.2
IFEPUG_SL.cif,3.6
IFEPUG_clean.cif,1.8
IFEQAN_SL.cif,3.6
IFEQAN_clean.cif,1.8
IFEQER_clean.cif,3.7
IFEQIV_SL.cif,1.9
IFEQIV_clean.cif,1.9
IFEYIB_clean.cif,4.6
IFOSIG_clean.cif,2.1
IFUDAO_charged.cif,1.9
IFUDES_charged.cif,2.0
IFUNUU_clean.cif,2.6
IFUPAC_clean.cif,2.7
IFUXOW_clean.cif,4.3
IGAGAA_clean.cif,9.8
IGAHAB_clean.cif,5.0
IGAHED01_clean.cif,0.4
IGAHED02_clean.cif,0.4
IGAHED_clean.cif,0.4
IGETUL_clean.cif,6.0
IGEXOH_clean.cif,1.3
IGINIX01_clean.cif,2.5
IGINIX_clean.cif,2.5
IGITOJ_clean.cif,13.7
IGIZAA_clean.cif,5.1
IGIZEF_clean.cif,4.0
IGIZOP_clean.cif,3.9
IGIZUV_clean.cif,3.9
IGOCOX_clean.cif,3.6
IGOJEV_clean.cif,9.4
IGORUS_clean.cif,2.7
IGOYIN_clean.cif,3.4
IGUCET_clean.cif,2.6
IGUCEU_clean.cif,7.1
IGUCIY_clean.cif,5.0
IGUTEK_clean.cif,2.8
IGUTUB_clean.cif,2.6
IGUVIR01_clean.cif,2.6
IGUVIR_clean.cif,2.5
IHAJEH_clean.cif,4.0
IHAJIL_clean.cif,2.1
IHAZOH_clean.cif,7.1
IHECAB_clean.cif,0.7
IHERIY_clean.cif,2.0
IHILUI_clean.cif,1.1
IHIMAP01_clean.cif,1.2
IHIMAP_clean.cif,1.2
IHIWIF_clean.cif,3.6
IHOTEG_clean.cif,6.5
IHUROS_clean.cif,1.2
IHUTIQ_clean.cif,4.6
IJANAJ_clean.cif,1.2
IJANEN_clean.cif,2.5
IJAPIU_clean.cif,13.6
IJAPOA_clean.cif,13.4
IJASAO01_clean.cif,2.0
IJASAO_clean.cif,2.0
IJASES01_clean.cif,1.0
IJASES_clean.cif,1.0
IJASIW_clean.cif,1.5
IJASOC_clean.cif,1.8
IJATIW_clean.cif,1.6
IJENER_clean.cif,2.3
IJENIV_clean.cif,6.1
IJENOB_clean.cif,6.0
IJEVEA_clean.cif,7.0
IJEVIE_clean.cif,3.8
IJEXIF01_clean.cif,7.7
IJEXIF_clean.cif,7.8
IJEXUR_clean.cif,1.9
IJEYON_clean.cif,1.4
IJIGOX_clean.cif,1.5
IJIROI_clean.cif,1.0
IJIROI_ion_b.cif,1.0
IJISEZ_clean.cif,2.8
IJISOK_charged.cif,2.6
IJODES_clean.cif,3.0
IJOMOJ02_clean.cif,1.8
IJOMOJ04_clean.cif,1.8
IJOMOJ06_clean.cif,1.8
IJOMOJ07_clean.cif,1.8
IJUJEE_clean.cif,4.1
IJUTEM_clean.cif,3.9
IKAYAU_clean.cif,5.1
IKEBUV01_clean.cif,0.9
IKEBUV_clean.cif,0.8
IKETAU_clean.cif,0.8
IKETEY_clean.cif,0.8
IKETIB_clean.cif,18.2
IKETIC_clean.cif,0.8
IKETOH_clean.cif,6.5
IKETOH_clean5b.cif,6.5
IKETOH_manual.cif,6.5
IKETOI_clean.cif,0.8
IKETUN_clean.cif,18.3
IKETUO_clean.cif,0.8
IKEVAW_clean.cif,0.8
IKEZED_clean.cif,1.4
IKOKEA_clean.cif,0.8
IKOPEF_clean.cif,2.5
IKOPIJ_clean.cif,5.0
IKOQII_clean.cif,4.7
IKOSOQ_clean.cif,7.9
IKOSUW_charged.cif,4.0
IKOTEH_clean.cif,4.6
IKUBUL01_clean.cif,2.0
IKUBUL_clean.cif,2.1
IKUMAE_clean.cif,1.6
IKUTIT_clean.cif,1.5
IKUTOZ_clean.cif,1.6
IKUTUF_clean.cif,11.0
ILAGUY_charged.cif,8.8
ILASIZ_clean.cif,1.5
ILASUL_clean.cif,1.5
ILAXEA_clean.cif,8.8
ILECIN_clean.cif,1.9
ILEHUD_clean.cif,4.4
ILENOC_clean.cif,2.8
ILEPEW_clean.cif,6.7
ILIFOY_clean.cif,1.0
ILIFUE_clean.cif,0.9
ILIGAL_clean.cif,0.9
ILIGEP_clean.cif,0.9
ILIMOH_clean.cif,7.4
ILIMUN_clean.cif,2.3
ILINIC_clean.cif,3.5
ILIQEB_clean.cif,1.0
ILIQIF_clean.cif,0.9
ILITON_clean.cif,15.6
ILOJEZ_clean.cif,2.4
ILOJOJ_clean.cif,3.2
ILOSOS_clean.cif,4.6
ILOTOT_clean.cif,2.1
ILOWAI_clean.cif,3.2
ILUFEB_charged.cif,3.2
ILUFIF_clean.cif,3.6
ILUFOL_clean.cif,3.6
ILUFUR_clean.cif,3.6
ILUGAY_clean.cif,3.5
ILUGOM_clean.cif,3.6
ILUHIH_clean.cif,3.6
ILUHON_clean.cif,3.6
ILUHUT_clean.cif,3.7
ILUJAB_clean.cif,3.7
ILUJEF_clean.cif,3.6
ILUJIJ_clean.cif,3.7
IMACND_clean.cif,1.0
IMACZN01_clean.cif,0.8
IMAGAG_clean.cif,2.9
IMAXOL_clean.cif,7.2
IMAXUR_clean.cif,7.3
IMEDOV_clean.cif,19.6
IMIDZB10_clean.cif,3.1
IMIQIF_clean.cif,3.3
IMISED_clean.cif,7.9
IMISIH_clean.cif,8.0
IMIXIM_clean.cif,3.7
IMULEH_clean.cif,10.4
IMUTUG_ion_b.cif,11.0
IMUVAO_charged.cif,11.1
IMUVES_clean.cif,17.2
INAMUG_clean.cif,2.7
INARUM_clean.cif,2.6
INASAT_clean.cif,5.8
INEBOT01_clean.cif,7.6
INEBOT_charged.cif,7.6
INECIP_clean.cif,9.4
INECOV_clean.cif,3.6
INEPEY_clean.cif,3.8
INESIE_clean.cif,2.9
INEXEG_clean.cif,3.9
INEXIK_clean.cif,2.7
INEXOQ_clean.cif,2.9
INIDAL_clean.cif,3.0
INIGET_clean.cif,2.7
INIQUR_clean.cif,3.3
INIRAA_clean.cif,2.8
INIRAY01_clean.cif,3.2
INIRAY_clean.cif,3.3
INIRII_clean.cif,6.6
INIROO_clean.cif,6.7
INIXOT_clean.cif,1.4
INOFIB_clean.cif,2.1
INOMIJ_clean.cif,3.3
INOMOP01_clean.cif,1.3
INOMOP_clean.cif,1.3
INOVEN_clean.cif,3.2
INURIS_clean.cif,11.6
IPEBAI_clean.cif,4.8
IPEBEM_clean.cif,5.1
IPICOA_clean.cif,2.2
IPICUG_charged.cif,4.4
IPIDAN.cif,4.4
IPIDUH_clean.cif,4.4
IPIFAP_clean.cif,1.6
IPIHIA_clean.cif,4.8
IPIJEY_clean.cif,6.1
IPIJUM_clean.cif,1.5
IPIMEA_clean.cif,5.2
IPIVOT_clean.cif,2.4
IPOWOA_clean.cif,2.2
IQABEJ_clean.cif,2.2
IQECIS_clean.cif,13.4
IQEKOG_clean.cif,7.9
IQEKUM_clean.cif,4.9
IQEWOQ_clean.cif,1.8
IQIDES_clean.cif,1.9
IQIJIC_clean.cif,5.0
IQILIF_clean.cif,14.4
IQINAZ_clean.cif,1.3
IQIPAZ_clean.cif,2.2
IQOHON_clean.cif,8.5
IQOHUT_clean.cif,2.3
IQOJAB_clean.cif,6.7
IQOJEF_clean.cif,7.3
IQOKEG_clean.cif,2.7
IQOKIK_clean.cif,7.2
IQOZUJ_clean.cif,1.2
IQUCOO_clean.cif,2.5
IQUNAJ01_clean.cif,0.8
IQUNAJ_clean.cif,0.8
IRAGEN_charged.cif,6.5
IRAHUF_clean.cif,3.0
IRAJAN_clean.cif,1.5
IRAJER_clean.cif,2.9
IRAJIV_clean.cif,3.2
IRAYOQ_clean.cif,4.9
IRAYUW_charged.cif,2.7
IREGOD_clean.cif,7.4
IREKUN_clean.cif,1.2
IRELAU_clean.cif,3.3
IRIPOO_clean.cif,2.6
IRISAD01_charged.cif,0.8
IRISAD01_clean.cif,0.8
IRISAD_clean.cif,1.3
IRMOF-1.cif,6.1
IRMOF-6.cif,6.1
IRMOF-7.cif,2.2
IROHAZ_clean.cif,5.4
IROHED_clean.cif,5.4
IROROY_clean.cif,3.1
IRORUE_clean.cif,3.0
IROVAO_clean.cif,1.2
IROVES_clean.cif,1.0
IRUVUO_clean.cif,15.3
ISACIP_clean.cif,2.5
ISAYOQ_charged.cif,4.6
ISENIF_clean.cif,19.2
ISENUQ_clean.cif,5.2
ISEQIH_clean.cif,1.0
ISIKIF_clean.cif,2.7
ISIKOL_clean.cif,2.1
ISIMAZ_clean.cif,2.1
ISIMUT_clean.cif,1.1
ISISUZ_clean.cif,1.5
ISIYOZ01_clean.cif,2.1
ISIYOZ_clean.cif,2.1
ISIYUF01_clean.cif,4.8
ISIYUF02_clean.cif,2.4
ISIYUF03_clean.cif,2.2
ISIYUF05_clean.cif,2.4
ISIYUF_clean.cif,2.4
ISOHEE_clean.cif,1.6
ISOJOQ.cif,3.4
ISUCUV_clean.cif,2.7
ISUFOS_clean.cif,1.7
ISUGIN_clean.cif,6.1
ISUGOT_clean.cif,6.2
ISUXAW_clean.cif,2.3
ITAHEQ_clean.cif,2.1
ITANUM_clean.cif,0.8
ITAPAU_clean.cif,2.4
ITAPIC_clean.cif,3.2
ITETEH_clean.cif,0.8
ITIBET_clean.cif,1.9
ITIBOD_clean.cif,2.1
ITIPAE_clean.cif,2.1
ITIPOS_clean.cif,4.2
ITIWAK_clean.cif,5.4
ITIWEO_clean.cif,5.4
ITIWIS_charged.cif,5.4
ITIWIS_clean.cif,5.4
ITIWOY_charged.cif,5.4
ITIWOY_clean.cif,5.4
ITIWUE_charged.cif,5.4
ITIWUE_clean.cif,5.4
ITIXAM_clean.cif,6.0
ITONAI_clean.cif,2.5
ITOSEQ_clean.cif,2.7
IVARUT_clean.cif,1.8
IVEGEV_clean.cif,4.1
IVEHEW_clean.cif,2.1
IVEHEW_clean5b.cif,2.1
IVEHEW_manual.cif,2.1
IVEQAC_clean.cif,1.6
IVEQEG_clean.cif,1.5
IVETOT_clean.cif,6.7
IVIKAA_clean.cif,3.4
IVILEG_clean.cif,11.3
IVIPEK_clean.cif,4.2
IVIXIW_clean.cif,0.6
IVOCON_clean.cif,2.3
IVOGUX_clean.cif,1.7
IVOLEM_clean.cif,2.9
IVOLIQ_clean.cif,2.9
IVUVIG_clean.cif,2.0
IWAHIZ_clean.cif,1.7
IWAHUK_clean.cif,4.3
IWAYAG_clean.cif,3.3
IWAYEK_clean.cif,3.1
IWAZIP_clean.cif,3.2
IWELIG01_clean.cif,2.0
IWELIG_clean.cif,2.0
IWELOM_clean.cif,2.0
IWEPUW_clean.cif,1.2
IWEVUD_clean.cif,16.2
IWEWAK_clean.cif,15.9
IWEWEO_clean.cif,16.1
IWEWIS_clean.cif,15.4
IWEWOY_clean.cif,17.5
IWIPIO_clean.cif,2.4
IWOKOW_clean.cif,15.2
IWOKUC_clean.cif,8.7
IWOSAP_clean.cif,1.1
IWOSUJ01_clean.cif,0.6
IWOTAQ_clean.cif,0.6
IXAJUN_clean.cif,2.2
IXAKAU_clean.cif,5.4
IXAMAW_clean.cif,1.0
IXAMEA_clean.cif,1.0
IXAMIE_clean.cif,1.0
IXAZEO_clean.cif,3.6
IXEBEU_clean.cif,9.2
IXECET_clean.cif,3.3
IXEDOE_charged.cif,4.1
IXEDUK_charged.cif,14.2
IXEFAS_charged.cif,14.4
IXEJIG_clean.cif,13.9
IXEJOL_clean.cif,10.7
IXEJOM_clean.cif,8.8
IXELAA_clean.cif,3.1
IXEQIL_clean.cif,2.9
IXIKOR01_clean.cif,5.9
IXIKOR_clean.cif,5.8
IXIPAG_clean.cif,7.8
IXIPEK_clean.cif,7.6
IXIPIO_clean.cif,8.1
IXISAJ_clean.cif,2.5
IXISOX_clean.cif,2.6
IXISOZ02_clean.cif,2.4
IXISUD_clean.cif,7.5
IXITIU02_clean.cif,7.0
IXITOA02_clean.cif,4.1
IXODUV_clean.cif,1.5
IXOFAD_clean.cif,1.5
IXOFEH_clean.cif,1.5
IXOFIL_clean.cif,1.5
IXOFOR_clean.cif,1.5
IXOFUX01_clean.cif,1.5
IXOFUX_clean.cif,1.5
IXUHUE_clean.cif,3.7
IXUQOJ_clean.cif,8.7
IXUQUO_clean.cif,10.2
IXURAV_clean.cif,4.5
IXUREZ_clean.cif,3.9
IXURID_clean.cif,1.9
IXUWII_clean.cif,4.6
IXUWOO_clean.cif,3.7
IYAFIX_clean.cif,2.5
IYAHAT_clean.cif,2.4
IYAHEX_clean.cif,2.4
IYAJID_clean.cif,8.9
IYAJOJ_clean.cif,9.2
IYAJUP_clean.cif,9.0
IYAKAW_clean.cif,8.9
IYAKIE_clean.cif,13.1
IYALUR_clean.cif,12.9
IYASOS_clean.cif,2.2
IYAYUE_clean.cif,1.4
IYAZAL_clean.cif,2.0
IYEHAX_clean.cif,8.0
IYEPUZ_clean.cif,7.8
IYEQUA_clean.cif,4.8
IYESUC_clean.cif,14.5
IYEXOZ_clean.cif,6.9
IYICUP_clean.cif,7.3
IYIGEC_clean.cif,1.9
IYIHUU_clean.cif,2.9
IYITOB_clean.cif,17.1
IYOBAA_clean.cif,4.3
IYOCIK_clean.cif,16.1
IYOCOQ_clean.cif,15.9
IYOCUW_clean.cif,16.0
IYODAD_clean.cif,15.9
IYOHOU_clean.cif,8.0
IYOQAQ_clean.cif,1.7
IYOQIY_clean.cif,1.5
IYOSUM_clean.cif,8.8
IYOTAT_clean.cif,8.8
IYOVEY_clean.cif,2.4
IYOVIC_clean.cif,2.4
IYOVOI_clean.cif,2.3
IYOVUO_clean.cif,2.2
IYUCEM_clean.cif,4.6
IYUCIQ_clean.cif,9.6
IYUHEQ_clean.cif,5.7
IYUHIU_ion_b.cif,12.9
IYUHOA_clean.cif,8.8
IYUHOB_clean.cif,4.7
IYUHUG_ion_b.cif,17.8
IYUJAO_clean.cif,4.2
IYUREA_clean.cif,0.9
IYUROK_clean.cif,1.8
IYUSAX_clean.cif,0.9
IZEBAR_clean.cif,3.1
IZEBEV_clean.cif,1.7
IZEFEZ_charged.cif,9.4
IZEHAX_clean.cif,1.2
IZENEI_clean.cif,11.3
IZENIM_clean.cif,11.3
IZENUY_clean.cif,10.5
IZEQUB_clean.cif,4.4
IZERAI_clean.cif,7.7
IZETUE_clean.cif,6.6
IZEVAM_clean.cif,1.4
IZEWAN_clean.cif,4.7
IZIGUV_clean.cif,14.0
IZIHAC_clean.cif,13.1
IZIHEG_clean.cif,12.8
IZIHIK_clean.cif,12.8
IZIHOQ_clean.cif,12.6
IZIKEJ_clean.cif,2.8
IZIKOT02_clean.cif,1.0
IZISEQ_clean.cif,8.6
IZOTUM_clean.cif,2.1
IZOWAW_clean.cif,12.8
IZOWEA_clean.cif,9.8
IZULUL_clean.cif,4.9
IZUMUM_clean.cif,3.7
IZUSEC_clean.cif,5.1
IZUVUV_clean.cif,15.2
JABMEF_clean.cif,1.6
JACQUA_charged.cif,7.1
JACQUA_clean.cif,10.8
JADBEY_clean.cif,3.1
JADBIC_clean.cif,1.6
JADJOQ_clean.cif,2.5
JADMAF_clean.cif,12.0
JADMIN_clean.cif,12.5
JAFPIQ_clean.cif,1.9
JAHNEM01_clean.cif,1.5
JAHNEM02_clean.cif,1.5
JAHNEM03_clean.cif,1.5
JAHNEM_clean.cif,1.5
JAHXUM_clean.cif,5.3
JAJKUD_clean.cif,1.4
JAJLAK_clean.cif,1.4
JAJLEO_clean.cif,1.4
JAJZAY_clean.cif,13.9
JAKBIJ_clean.cif,2.1
JAKBOP01_clean.cif,2.5
JAKBOP_clean.cif,2.1
JAKBUV_clean.cif,2.1
JAKPET_clean.cif,4.4
JALCAD_clean.cif,9.9
JALPAQ_clean.cif,2.4
JALTUL_clean.cif,1.7
JASNAT_clean.cif,1.7
JASNEX_clean.cif,0.9
JAVNIE_clean.cif,3.0
JAVSUV_clean.cif,0.8
JAVTAC_clean.cif,1.2
JAVTEG_clean.cif,1.4
JAVWUY_clean.cif,2.0
JEBCOJ_clean.cif,2.6
JEBDOK_clean.cif,1.0
JEDJUY_clean.cif,0.9
JEDKEJ_clean.cif,9.9
JEJKEP_clean.cif,2.5
JEJKIT_clean.cif,2.5
JEJWIF_clean.cif,3.1
JEJWOL_clean.cif,6.4
JELPAS_clean.cif,2.9
JEMBUZ_clean.cif,2.8
JEMNAR_clean.cif,1.3
JEMQEY_clean.cif,0.9
JENKET_SL.cif,16.8
JENKET_clean.cif,16.8
JESDIV_clean.cif,0.8
JETNOL_clean.cif,0.9
JETZAK_clean.cif,3.5
JEWCAP_clean.cif,4.9
JEWYAM_charged.cif,7.0
JEXSOV_clean.cif,0.7
JEXWUF01_clean.cif,0.4
JEXWUF_clean.cif,0.4
JEXXAM05_clean.cif,0.4
JEXXAM06_clean.cif,0.4
JEXXAM07_clean.cif,0.4
JEXXAM_clean.cif,0.4
JEYXOB_clean.cif,1.1
JILWIL_clean.cif,3.3
JILWOR_clean.cif,6.8
JILXOS_clean.cif,3.3
JIQVAH_clean.cif,2.4
JISVAJ_clean.cif,2.4
JITPOS_SL.cif,6.7
JITPOS_clean.cif,6.7
JITQEI_clean.cif,7.6
JIVFUQ_clean.cif,1.0
JIVHIG_clean.cif,4.6
JIVQOU_clean.cif,1.9
JIVSAJ01_clean.cif,1.6
JIVSEN01_clean.cif,1.6
JIVSEN_clean.cif,1.6
JIVSIQ_clean.cif,0.9
JIVSIR01_clean.cif,1.6
JIWKUW_clean.cif,5.9
JIXWUJ01_clean.cif,1.8
JIXWUJ02_clean.cif,1.8
JIXWUJ_clean.cif,1.8
JIYXUL_clean.cif,3.7
JIZJAF_clean.cif,4.6
JIZJEJ_clean.cif,4.7
JIZJOT_clean.cif,4.7
JIZJUZ_clean.cif,4.6
JIZWEW_clean.cif,1.3
JIZWIA_clean.cif,1.3
JIZWOG_clean.cif,2.6
JOBFAI_clean.cif,1.6
JOBFEM_clean.cif,6.6
JOBFIQ_clean.cif,7.5
JOBKUI_clean.cif,4.6
JOCLOD_clean.cif,4.8
JOCPIB_clean.cif,2.4
JOCWIJ_clean.cif,9.4
JODFOZ_clean.cif,1.6
JODGEP_clean.cif,2.6
JOFGOC_clean.cif,3.5
JOFKIA01_clean.cif,4.1
JOFKIA_clean.cif,1.5
JOGBIR_clean.cif,1.6
JOGDAL_charged.cif,3.5
JOGHEU_clean.cif,1.7
JOGHIY_clean.cif,1.7
JOGSAA_clean.cif,5.7
JOHFIW_clean.cif,1.5
JOHFIW_clean5b.cif,1.5
JOHFIW_manual.cif,1.5
JOHQUT_clean.cif,1.8
JOHSIJ_clean.cif,1.7
JOJLOK_clean.cif,1.8
JOJMEB_clean.cif,1.0
JOKWOV_clean.cif,1.1
JOKXAI10_clean.cif,2.9
JOKXAI_clean.cif,2.9
JOKXEM10_clean.cif,2.9
JOKXEM_clean.cif,2.9
JOKXOW10_clean.cif,2.9
JOKXOW_clean.cif,2.9
JOKXUC10_clean.cif,2.9
JOKXUC_clean.cif,2.9
JOKYAJ10_clean.cif,2.9
JOKYAJ_clean.cif,2.9
JOKYEN_clean.cif,2.9
JOKYIR10_clean.cif,2.9
JOKYIR_clean.cif,2.9
JOKYOX10_clean.cif,2.9
JOKYOX_clean.cif,2.9
JOLYEQ_clean.cif,18.9
JOPWUI_clean.cif,5.8
JOQSIT_clean.cif,3.5
JOQSOZ_clean.cif,3.6
JOQZUM_clean.cif,2.5
JORBAV_clean.cif,2.5
JORLEJ_clean.cif,12.9
JORRAL_clean.cif,9.9
JORSEQ_clean.cif,3.8
JORVET_clean.cif,12.3
JOSNAG01_clean.cif,1.0
JOSNAG_clean.cif,1.0
JOSQEN_clean.cif,1.9
JOSTIU_clean.cif,8.5
JOTHOP_clean.cif,1.0
JOVDON_clean.cif,2.2
JOVROD_clean.cif,1.8
JOVWOI_clean.cif,1.7
JOVXEZ_clean.cif,1.8
JOVYAW_clean.cif,1.3
JOWFOQ_clean.cif,1.8
JOXPIX_clean.cif,3.5
JOYKUF_clean.cif,3.3
JOZWOM_clean.cif,16.4
JOZWUS_clean.cif,16.3
JUBXAH_clean.cif,14.3
JUBXIP_clean.cif,14.4
JUCGUL_clean.cif,1.8
JUCXEK_clean.cif,1.5
JUFBIX_clean.cif,2.9
JUFREJ_clean.cif,1.9
JUFZER_clean.cif,4.4
JUGLAA_clean.cif,6.8
JUGQIN_clean.cif,2.8
JUGQOT_clean.cif,2.7
JUJTAL_clean.cif,2.8
JUJZEV_clean.cif,3.0
JUJZIZ_clean.cif,1.4
JUKKIL_clean.cif,2.4
JUKNUA_clean.cif,17.9
JUKPAI_clean.cif,10.7
JUKPEM_clean.cif,19.3
JUMCOL_clean.cif,1.6
JUMCUR_clean.cif,1.5
JUMDAY_clean.cif,1.4
JUMDEC_clean.cif,1.5
JUNBOL_clean.cif,3.7
JUNBUR_clean.cif,2.4
JUPBUT_clean.cif,1.1
JUPFOP_charged.cif,3.6
JUPNAL_clean.cif,2.4
JUQTOG_clean.cif,5.3
JUQVAU_clean.cif,5.4
JURKIS_clean.cif,6.6
JUSBAC_clean.cif,5.9
JUSGUB_clean.cif,6.7
JUSHAI_clean.cif,2.2
JUSHEM_clean.cif,2.3
JUSHIQ_clean.cif,2.2
JUSKAL_clean.cif,3.9
JUTCOS_clean.cif,14.6
JUTCUW_SL.cif,0.7
JUTCUW_clean.cif,0.7
JUVROJ_clean.cif,1.5
JUVWUU_clean.cif,1.5
JUWBIO_clean.cif,0.8
JUXFAL_clean.cif,2.7
JUXFOZ_clean.cif,5.5
JUXZOT_clean.cif,4.4
JUYBEM_clean.cif,2.9
JUYJIY_clean.cif,7.9
JUYROM_clean.cif,2.7
JUZSEE_clean.cif,3.1
KABNIL_clean.cif,0.8
KABXAO_clean.cif,2.3
KABXES_clean.cif,3.1
KABXIW_clean.cif,3.1
KABXOC_clean.cif,3.1
KACGAZ_clean.cif,16.2
KACGED_clean.cif,15.3
KACKIL_clean.cif,4.7
KADLOT_clean.cif,17.7
KAFTUI_clean.cif,3.2
KAFYAT_clean.cif,2.1
KAGCAY_charged.cif,9.7
KAGVUL_clean.cif,4.3
KAGWEW_clean.cif,8.2
KAHKUB01_clean.cif,1.4
KAHKUB02_clean.cif,1.8
KAHKUB_clean.cif,1.5
KAHMOW_clean.cif,3.5
KAHNOX_clean.cif,1.5
KAHPUE_clean.cif,0.6
KAHYEY_clean.cif,0.6
KAHYID_clean.cif,10.8
KAHYOJ_clean.cif,10.7
KAHYUP_clean.cif,10.8
KAHZAW_clean.cif,10.8
KAJZIH_clean.cif,2.6
KAKBUW_clean.cif,18.1
KAKCAD_clean.cif,17.2
KAKCEH01_clean.cif,3.6
KAKCEH02_clean.cif,3.7
KAKCEH_clean.cif,3.7
KALFEK_clean.cif,11.7
KALFIO_clean.cif,3.4
KALFOU_clean.cif,3.6
KALFUA_clean.cif,11.8
KALGAH_clean.cif,3.5
KALGEL_clean.cif,3.6
KAMZUV_clean5b.cif,3.3
KAMZUV_manual.cif,3.3
KANCIN_clean.cif,2.2
KANDAG_clean.cif,1.8
KANDEK_clean.cif,1.8
KANDIO_clean.cif,2.2
KANMIX_clean.cif,4.9
KAPGEP_clean.cif,3.1
KAPGUE_clean.cif,0.7
KAPHAL_clean.cif,0.7
KAPHOB_clean.cif,3.4
KAPHOZ_clean.cif,1.0
KAPHOZ_ion_b.cif,1.0
KAPHUH_clean.cif,3.3
KARLIA_clean.cif,17.2
KARLUM_clean.cif,15.0
KARMAT_clean.cif,16.6
KARTAA_clean.cif,7.4
KASHUK_clean.cif,3.4
KASPOL_clean.cif,0.7
KASRAZ_clean.cif,4.9
KASRED_clean.cif,5.5
KATDAM_clean.cif,5.0
KAVGAQ_clean.cif,1.6
KAVJAT_charged.cif,12.8
KAVJEX01_clean.cif,12.5
KAVJEX_clean.cif,19.4
KAVKIC_clean.cif,4.3
KAVLID_clean.cif,2.5
KAVNIH_clean.cif,10.9
KAVREG_clean.cif,3.3
KAVRIK_clean.cif,3.3
KAVROQ_clean.cif,3.3
KAVTEI_clean.cif,6.8
KAVTUY_clean.cif,1.8
KAVXAI_clean.cif,6.6
KAWBOB_clean.cif,2.7
KAXFUM_clean.cif,0.6
KAXQIL_clean.cif,1.5
KAXQOR01_clean.cif,1.5
KAXQOR_clean.cif,1.5
KAXZUG_clean.cif,2.7
KAYBIX_clean.cif,1.1
KAYBUJ_clean.cif,1.2
KAYCIY_clean.cif,2.5
KEBDIG_charged.cif,4.0
KEBFII_clean.cif,2.7
KECRAL10_clean.cif,0.8
KECRAL11_clean.cif,1.6
KECRAL12_clean.cif,3.1
KECRAL_clean.cif,1.6
KEDJAG01_clean.cif,2.6
KEDJAG02_clean.cif,2.6
KEDJAG03_clean.cif,2.6
KEDJAG04_clean.cif,2.5
KEDJAG06_clean.cif,2.6
KEDJAG08_clean.cif,2.6
KEDJAG10_clean.cif,2.6
KEDJAG12_clean.cif,2.6
KEDJAG14_clean.cif,2.6
KEDJAG16_clean.cif,2.6
KEDJAG18_clean.cif,2.6
KEDJAG20_clean.cif,2.6
KEDJAG22_clean.cif,2.6
KEDJAG24_clean.cif,2.6
KEDJAG26_clean.cif,2.6
KEDJAG28_clean.cif,2.7
KEDJAG_clean.cif,2.6
KEDNOY_clean.cif,2.8
KEDPEQ_charged.cif,2.0
KEDQAN_clean.cif,4.0
KEFBEE_clean.cif,3.7
KEFBII_clean.cif,8.4
KEFBOO_clean.cif,3.6
KEFFEI01_clean.cif,1.0
KEFFEI_clean.cif,1.0
KEFWAV_clean.cif,1.9
KEFWEZ_charged.cif,2.5
KEFWID_clean.cif,2.1
KEGYAX_clean.cif,0.9
KEGZOL01_clean.cif,1.6
KEGZOL02_clean.cif,1.6
KEGZOL03_clean.cif,1.6
KEGZOL04_clean.cif,1.6
KEGZOL_clean.cif,1.6
KEHDOS_clean.cif,1.7
KEHFUA_clean.cif,5.4
KEHGAH_charged.cif,5.0
KEHGEL_clean.cif,5.1
KEHGIP_clean.cif,2.9
KEHGOV_clean5b.cif,2.8
KEHGOV_manual.cif,2.8
KEJBIL_clean.cif,1.0
KEJBOQ_clean.cif,3.6
KEJBOQ_clean_h.cif,3.6
KEJHIQ_clean.cif,3.6
KEJHIQ_clean_h.cif,3.6
KEJQAR01_clean.cif,4.7
KEJQAR_clean.cif,4.7
