Structures,Volume in nm3
WEMFIF_clean.cif,1.4
WEMFOL_clean.cif,1.4
WEMGAY.cif,2.1
WEMHED_clean.cif,3.5
WEMJII_charged.cif,3.2
WEMNAF_clean.cif,1.3
WEMNEJ_clean.cif,3.9
WEMXIX.cif,4.1
WEMYEU_clean.cif,7.1
WENDIE_clean.cif,1.4
WENKEH_clean.cif,3.3
WENKIL_clean5b.cif,3.2
WENKIL_manual.cif,3.2
WENKOR_clean.cif,3.2
WENKUX_clean5b.cif,3.2
WENKUX_manual.cif,3.2
WENLAE_clean5b.cif,3.2
WENLAE_manual.cif,3.2
WENLEI_clean.cif,3.2
WENSIS_clean.cif,0.8
WERHIK_clean.cif,0.8
WERKUZ_clean.cif,1.6
WESNIS_clean.cif,0.6
WESYAV_clean.cif,1.0
WETPES_clean.cif,11.4
WEVQIX_clean.cif,3.3
WEVQOD01_clean.cif,3.2
WEVQOD_clean.cif,3.3
WEVQUJ_clean.cif,3.3
WEVRUK_clean.cif,3.4
WEVZUT_clean.cif,6.4
WEWGAH_clean.cif,0.8
WEWTOI_clean.cif,0.9
WEXNIW_clean.cif,0.6
WEXQOF01_clean.cif,1.0
WEXQUL_clean.cif,1.5
WEXSEZ_clean.cif,11.7
WEXTAV_clean.cif,1.7
WEYMIY_clean.cif,1.2
WEYQAU01_clean.cif,3.0
WEYQAU02_clean.cif,3.1
WEYQAU03_clean.cif,3.1
WEYQAU04_clean.cif,3.0
WEYQAU05_clean.cif,3.0
WEYQAU06_clean.cif,3.1
WEYQAU07_clean.cif,3.1
WEYQAU08_clean.cif,3.1
WEYQAU09_clean.cif,3.1
WEYQAU10_clean.cif,3.1
WEYQAU12_clean.cif,2.9
WEYQAU13_clean.cif,2.8
WEYQAU14_clean.cif,2.8
WEYQAU15_clean.cif,2.7
WEYQAU16_clean.cif,2.7
WEZCIO_clean.cif,3.6
WIBDAO_clean.cif,3.8
WICGEV_clean.cif,1.8
WICQIJ_clean.cif,4.5
WICQOP_clean.cif,6.2
WIDQEG_clean.cif,1.5
WIDTAF_clean.cif,4.0
WIDZOA_clean.cif,2.2
WIDZUG_clean.cif,2.3
WIFBAQ_clean.cif,2.6
WIFGOJ_clean.cif,6.1
WIFGUP_clean.cif,2.3
WIHCUM_clean.cif,0.7
WIHDUN_clean.cif,1.7
WIHSEN_clean.cif,1.0
WIHSUD_clean.cif,1.1
WIHTAK_clean.cif,1.1
WIHTEO_clean.cif,1.1
WIHTIS_clean.cif,1.0
WIHVAL_clean.cif,1.8
WIHVEP_clean.cif,1.8
WIHWAN_clean.cif,10.0
WIJDAV_clean.cif,3.0
WIJDID_clean.cif,1.0
WIJXAQ_clean.cif,7.0
WIJXEU_clean.cif,16.3
WIJXIY_clean.cif,19.2
WIKGII_clean.cif,19.6
WIKLOT_clean.cif,4.0
WIKNOU_clean.cif,5.5
WIKXAQ_clean.cif,7.1
WIKXUJ_charged.cif,8.2
WIKYAQ_clean.cif,8.1
WILDUR_clean.cif,2.3
WILFAZ_clean.cif,2.2
WILGEE_charged.cif,3.9
WILGII_clean.cif,2.0
WILGOO_clean.cif,3.7
WILGUV_clean.cif,3.1
WILHIK_clean.cif,2.1
WILNEL01_clean.cif,6.2
WILNEL02_clean.cif,6.5
WILNEL_clean.cif,6.5
WILRAK_clean.cif,3.8
WILREO_clean.cif,3.9
WILRIS_clean.cif,3.3
WIMWEW_clean.cif,4.8
WIMWIA_clean.cif,4.8
WINCEC_clean.cif,1.7
WIPDEF_clean.cif,4.7
WIPLOY_clean.cif,3.5
WIPZEC_clean.cif,7.8
WIRMOB_clean.cif,10.3
WIRMUH_clean.cif,1.6
WIRNAO_clean.cif,2.1
WISKOA_clean.cif,1.6
WISTID_clean.cif,1.0
WISVEB_clean.cif,4.7
WITJOA_clean.cif,7.2
WITJUG_clean.cif,8.4
WIVFIS_clean.cif,4.2
WIVKOD_clean.cif,1.7
WIVRAW02_clean.cif,1.4
WIVRIE_clean.cif,19.2
WIVVII_clean.cif,4.8
WIWHUG_clean.cif,1.3
WIWKIX_clean.cif,4.1
WIWQOI_clean.cif,5.9
WIWQUO_clean.cif,5.9
WIXRUQ_clean.cif,1.7
WIYFAM_clean.cif,3.4
WIYMOG_charged.cif,14.7
WIYWAE_clean.cif,4.6
WIYWEI_clean.cif,4.6
WIYWOS_clean.cif,4.6
WIYWUY_clean.cif,4.6
WIYZOU_clean.cif,2.2
WIZDAL_clean.cif,1.6
WIZDEP_clean.cif,1.5
WIZKOH_clean.cif,2.9
WIZMAV02_auto.cif,19.2
WOBBOG_clean.cif,0.6
WOBCAT_clean.cif,0.7
WOBCIB_clean.cif,0.6
WOBFOK_clean.cif,2.3
WOBHEB01_clean.cif,1.6
WOBHEB_clean.cif,1.6
WOBHIF01_clean.cif,1.5
WOBHIF02_clean.cif,1.6
WOBHIF_clean.cif,1.5
WOBHOL_clean.cif,1.6
WOBHOM_clean.cif,2.5
WOBQEL_clean.cif,5.0
WOCGIG_clean.cif,1.3
WOCJII_charged.cif,2.7
WOCVUG01_clean.cif,1.4
WOCVUG_clean.cif,1.4
WOCWAN_clean.cif,1.6
WODFOL_clean.cif,1.2
WODPUC_clean.cif,1.5
WODQUD_clean.cif,1.2
WODRAK_clean.cif,1.1
WODREO_clean.cif,4.9
WODROY_clean.cif,1.8
WODVOB_clean.cif,4.4
WODWUJ_clean.cif,1.5
WODXAQ_clean.cif,1.5
WODXEU_clean.cif,1.6
WOFVIX_clean.cif,1.8
WOFWET_clean.cif,1.8
WOGHEG_clean.cif,1.1
WOGHOP_clean.cif,1.7
WOGHUV01_clean.cif,3.1
WOGLAF_clean.cif,0.9
WOGLAG_clean.cif,2.0
WOHBIF_clean.cif,1.4
WOHBOL_clean.cif,1.6
WOHDON_clean.cif,1.7
WOHQAN_clean.cif,2.2
WOHSIV_clean.cif,3.6
WOHSOB_clean.cif,3.7
WOHZAU01_clean.cif,1.3
WOHZAU01_clean_h.cif,1.3
WOHZAU_clean.cif,1.3
WOJJOV_SL.cif,2.9
WOJJOV_clean.cif,2.9
WOJYEB_clean.cif,10.8
WOJYIF_clean.cif,10.4
WOJYOL_clean.cif,10.3
WOJYUR_clean.cif,10.2
WOJZAY_clean.cif,4.8
WOJZEC_clean.cif,4.8
WOJZIG_clean.cif,4.8
WOJZOM_clean.cif,4.7
WOLFAG_clean.cif,10.4
WOLMUG_clean.cif,6.1
WOLRIZ_clean.cif,4.4
WOLROF_clean.cif,7.3
WOLYON_clean.cif,14.6
WOMFAG_clean.cif,1.0
WOMFEK_clean.cif,1.1
WOMFIO_charged.cif,2.1
WONBAD_clean.cif,2.1
WONJUG_clean.cif,16.4
WONRUM01_clean.cif,1.3
WONRUM02_clean.cif,1.3
WONRUM_clean.cif,1.3
WONXIH_clean.cif,1.9
WONZOP_clean.cif,3.7
WONZUV_clean.cif,4.5
WOPDEL_clean.cif,3.1
WOPGOZ_clean.cif,6.2
WOPHEQ_clean.cif,3.0
WOPHIU01_clean.cif,10.1
WOPHIU_clean.cif,8.7
WOPROK_clean.cif,2.7
WOPSAX01_clean.cif,4.7
WOPSAX02_clean.cif,4.7
WOPSAX_clean.cif,4.7
WOPSOL01_clean.cif,4.5
WOPSOL_clean.cif,4.5
WOPWOO_clean.cif,6.2
WOQDUB_charged.cif,6.2
WOQNOF_clean.cif,1.2
WOQTUT_clean.cif,4.6
WOQYUW_clean.cif,1.0
WORKOF_clean.cif,13.2
WORKUL_clean.cif,7.6
WORLAS_clean.cif,7.5
WORREC_clean.cif,2.4
WORSUT_clean.cif,3.5
WOSHET_clean.cif,2.4
WOSZEL_charged.cif,3.5
WOTLOI_clean.cif,2.7
WOTSEF_clean.cif,2.4
WOVDES_clean.cif,4.0
WOWBER_clean.cif,1.3
WOWBIV_clean.cif,3.1
WOWGEU02_clean.cif,0.5
WOWGEU_clean.cif,0.5
WOWGUK_clean.cif,1.2
WOWHAR_clean.cif,2.4
WOWHEV_clean.cif,2.4
WOWHIZ_charged.cif,4.3
WOWMAY_clean.cif,1.6
WOWMEC_clean.cif,1.4
WOXKOL_clean.cif,1.1
WOXRIK_clean.cif,2.3
WOXROQ_clean.cif,1.2
WOYHUP_clean.cif,8.9
WOYJID_clean.cif,1.2
WOYJIF_clean.cif,8.7
WOYWIS_clean.cif,10.6
WOYWOY_clean.cif,5.4
WOZGOH_clean.cif,8.9
WOZGUP_clean.cif,10.1
WOZSOT_charged.cif,8.1
WOZWEP_clean.cif,3.7
WUBHEI_clean.cif,1.4
WUCRUH_clean.cif,0.7
WUDJAI_clean.cif,4.1
WUDNAK_clean.cif,1.7
WUDQIW_clean.cif,0.9
WUDTIA_clean.cif,1.8
WUDTOG_clean.cif,1.8
WUDTUM_clean.cif,6.6
WUDVEY_clean.cif,6.6
WUDYUR_clean.cif,16.3
WUDZAY_clean.cif,16.1
WUDZIG_clean.cif,16.4
WUDZOM_clean.cif,15.6
WUDZUS_clean.cif,16.3
WUFSAT_clean.cif,1.8
WUGPUL_clean.cif,13.7
WUGQAS_clean.cif,13.7
WUHHUC_clean.cif,7.4
WUHJAK_clean.cif,7.4
WUHJIT_clean.cif,5.3
WUJPIC_clean.cif,2.2
WULJUJ_clean.cif,18.2
WULKAQ_clean.cif,18.3
WULQUR_clean.cif,1.9
WUNSEE01_charged.cif,5.5
WUNSEE01_clean.cif,5.5
WUNSEE02_charged.cif,5.4
WUNSEE02_clean.cif,5.4
WUNSEE_charged.cif,5.5
WUNSEE_clean.cif,5.5
WUNSII01_charged.cif,5.5
WUNSII01_clean.cif,5.5
WUNSII02_charged.cif,5.5
WUNSII02_clean.cif,5.5
WUNSII_charged.cif,5.4
WUNSII_clean.cif,5.4
WUNTAB_charged.cif,5.5
WUNTAB_clean.cif,5.5
WUNTEF_clean.cif,5.5
WUNTIJ_clean.cif,5.4
WUNTOP_clean.cif,5.5
WUNTUV_clean.cif,5.4
WUNVAD_clean.cif,5.4
WUNVEH_charged.cif,5.5
WUNVIL_charged.cif,5.4
WUNVIL_clean.cif,5.4
WUNVOR_clean.cif,5.5
WUNVUX_clean.cif,5.4
WUPMOL_clean.cif,2.8
WUPNIF_clean.cif,2.0
WUPZUE_clean.cif,0.9
WURKEB_clean.cif,6.2
WURNOO_clean.cif,10.6
WUSCUJ_clean.cif,3.6
WUSGIC_clean.cif,3.9
WUSGOI_clean.cif,1.1
WUSLED_clean.cif,10.8
WUSSEK_clean.cif,3.8
WUSXEP_clean.cif,8.3
WUTBES_clean.cif,2.7
WUTBEU_clean.cif,1.8
WUTBIW_clean.cif,2.6
WUTBOC_clean.cif,2.6
WUTBUI_clean.cif,2.8
WUTCAP_clean.cif,2.6
WUTCET_clean.cif,6.6
WUTKIG_clean.cif,1.8
WUWQEL_clean.cif,1.5
WUWQUB_charged.cif,20.0
WUXLEI_clean.cif,1.3
WUXLIM_clean.cif,1.3
WUXMAD_clean.cif,1.3
WUXMEH_clean.cif,1.3
WUXMIL_clean.cif,0.7
WUXYIZ_clean.cif,1.1
WUXYOF_clean.cif,2.1
WUXYUL_clean.cif,1.3
WUXZAS_clean.cif,1.4
WUYLOS_clean.cif,4.0
WUYTUH_clean.cif,3.1
WUYWIY_clean.cif,4.6
WUYWOE_clean.cif,7.9
WUYWUK_clean.cif,4.4
WUYXAR_clean.cif,4.6
WUYXEV_clean.cif,8.4
WUYXIZ_clean.cif,8.1
WUYXOF_clean.cif,4.5
WUYXUL_clean.cif,8.1
WUYYAS_clean.cif,8.4
WUYYEW_clean.cif,8.1
WUYYOG_clean.cif,4.2
WUZDOL_clean.cif,6.7
WUZGAB_clean.cif,7.9
WUZQOZ_clean.cif,1.4
WUZRUE_clean.cif,2.9
XACFAJ_clean.cif,2.0
XACFEN_charged.cif,2.1
XACGIT_charged.cif,2.3
XACHOA_clean.cif,2.1
XACPEW_clean.cif,1.1
XACQAT_clean.cif,1.1
XACSIG_clean.cif,5.6
XACYAB_clean.cif,2.5
XACZEH_clean.cif,5.0
XADCEM_clean.cif,2.1
XADCOW_clean.cif,3.1
XADCOW_manual.cif,3.1
XADDAJ01_clean.cif,5.0
XADDAJ_clean.cif,4.9
XADDEN_clean.cif,6.5
XADDEN_manual.cif,6.5
XADDEN_uncharged_b.cif,6.5
XADDIR_clean.cif,6.5
XADDIR_manual.cif,6.5
XADDIR_uncharged_b.cif,6.5
XADDOX_clean.cif,6.6
XADDUD_clean.cif,5.6
XADFAL_clean.cif,1.4
XADFEP_clean.cif,1.4
XADGAM_clean.cif,2.6
XADGIU_clean.cif,2.8
XADGOA_clean.cif,1.7
XAFBEN_clean.cif,2.5
XAFFAN_clean.cif,9.1
XAFFER_clean.cif,8.2
XAFFIV_clean.cif,9.1
XAFFOB_clean.cif,9.1
XAFNOH01_clean.cif,1.8
XAFNOH_clean.cif,1.8
XAFXOT_clean.cif,0.9
XAGCIS01_clean.cif,8.6
XAGCIS02_clean.cif,8.5
XAGCIS_clean.cif,8.6
XAGCUE_clean.cif,8.6
XAGDAL_SL.cif,8.9
XAGDAL_clean.cif,8.9
XAGPUT_clean.cif,2.1
XAHPAZ_clean.cif,6.5
XAHPED_clean.cif,14.9
XAHPIH_clean.cif,14.4
XAHPUU_clean.cif,1.8
XAHWAG_clean.cif,2.7
XAJGOH_clean.cif,7.1
XAJQAC_SL.cif,3.6
XAJQAC_clean.cif,3.6
XAJSEJ_clean.cif,4.9
XAJZOY_clean.cif,2.6
XAKLIH_clean.cif,3.5
XAKQIL_clean.cif,4.5
XAKQOR_clean.cif,3.4
XAKRAE_clean.cif,4.5
XAKVIP_clean.cif,3.0
XAKVUB_clean.cif,0.9
XAKYUE_clean.cif,15.9
XAKZAL_clean.cif,15.8
XAKZEP_clean.cif,15.5
XAKZOZ_clean.cif,15.8
XALBES_clean.cif,15.7
XALBIW_clean.cif,15.9
XALCAP_clean.cif,15.7
XALCET_clean.cif,15.7
XALCUJ_clean.cif,15.9
XALDAQ_clean.cif,15.8
XALDAS_clean.cif,10.2
XALDEU_clean.cif,15.5
XALDIY_clean.cif,15.7
XALDOE_clean.cif,16.0
XALMII_clean.cif,12.0
XALMOO_clean.cif,16.3
XALPUY_clean.cif,3.5
XALTEK_clean.cif,1.6
XALTIP_clean.cif,10.5
XALTOV_clean.cif,3.6
XALVOY_clean.cif,2.3
XALXUF01_clean.cif,19.2
XALXUF_clean.cif,19.1
XAMDOF_clean.cif,2.9
XAMDUM01_clean.cif,6.4
XAMDUM02_clean.cif,6.4
XAMDUM03_clean.cif,6.4
XAMDUM04_clean.cif,6.2
XAMDUM05_clean.cif,6.3
XAMDUM06_clean.cif,6.4
XAMDUM07_clean.cif,6.5
XAMDUM_clean.cif,6.5
XAMGUQ_clean.cif,13.6
XAMHEA_clean5b.cif,5.1
XAMHEA_manual.cif,5.1
XAMLUS_clean.cif,1.4
XANDAU_clean.cif,3.8
XANLAA_clean.cif,8.1
XANLEE_clean.cif,8.2
XANMIJ_clean.cif,1.3
XANMUX01_clean.cif,2.3
XANMUX02_clean.cif,2.3
XANMUX03_clean.cif,2.3
XANMUX04_clean.cif,2.3
XANMUX05_clean.cif,2.3
XANMUX06_clean.cif,2.3
XANMUX07_clean.cif,2.4
XANMUX08_clean.cif,2.3
XANMUX_clean.cif,2.3
XANNAB_clean.cif,9.4
XANXUF_clean.cif,2.9
XANZAQ01_clean.cif,2.2
XANZAQ02_clean.cif,2.2
XANZAQ03_clean.cif,2.3
XANZAQ04_clean.cif,2.3
XANZAQ05_clean.cif,2.3
XANZAQ06_clean.cif,2.3
XANZAQ07_clean.cif,2.3
XANZAQ08_clean.cif,2.3
XANZAQ_clean.cif,2.3
XAPCOH_clean.cif,17.1
XAPCOJ01_clean.cif,2.8
XAPCOJ02_clean.cif,2.7
XAPCOJ03_clean.cif,2.7
XAPCOJ04_clean.cif,2.7
XAPCOJ05_clean.cif,2.8
XAPCOJ06_clean.cif,2.8
XAPCOJ07_clean.cif,2.8
XAPCOJ_clean.cif,2.8
XAPCUN_clean.cif,17.4
XAPDAU_clean.cif,17.3
XAPDEY_clean.cif,17.5
XAPGOK_clean.cif,1.0
XAPGUQ_clean.cif,1.2
XAPNIN_clean.cif,1.8
XAPSIS_clean.cif,1.9
XAPSOY_clean.cif,2.0
XAPTEQ_clean.cif,5.1
XAPTUE_clean.cif,2.1
XAPYAO_clean.cif,4.5
XAQMOS_clean.cif,1.4
XAQTEO01_clean.cif,1.3
XAQTEO_clean.cif,1.3
XAQTIS_clean.cif,1.3
XAQTOY01_clean.cif,1.3
XARPAK_clean.cif,2.5
XASFAY_clean.cif,3.5
XASJUZ_clean.cif,2.1
XASNUD_clean.cif,12.8
XASPEP_clean.cif,7.5
XATLIQ_clean.cif,5.6
XATZOK_clean.cif,5.3
XATZUQ_clean.cif,9.4
XAVDEF_clean_h.cif,4.6
XAVDUV_clean.cif,1.0
XAVFEH_clean.cif,1.0
XAVQIU01_clean.cif,1.7
XAVQIU_clean.cif,1.7
XAWBEE_clean.cif,1.3
XAWVUN_clean.cif,5.8
XAWZOM_clean.cif,3.4
XAXBAB_clean.cif,0.8
XAXBEF_clean.cif,0.9
XAXQEU_SL.cif,0.6
XAXQEU_clean.cif,0.6
XAYMUF_charged.cif,1.8
XAYNAM_charged.cif,5.0
XAZFEJ_clean.cif,1.2
XAZGAG_charged.cif,3.2
XAZGEK_clean.cif,4.7
XEBHOC_clean.cif,6.1
XECBUD_clean.cif,1.6
XECJUK_clean.cif,0.6
XECJUK_clean5b.cif,0.6
XEDGIY_clean.cif,10.2
XEDLUN01_clean.cif,2.6
XEDLUN_clean.cif,2.6
XEDPED_clean.cif,13.1
XEDPIH_clean.cif,2.0
XEDPON_clean.cif,1.3
XEFGAQ_clean.cif,2.3
XEFKOI_clean.cif,2.4
XEGJIE02_clean.cif,9.3
XEGJIE_clean.cif,9.3
XEGJOK_clean.cif,5.0
XEGJUQ_clean.cif,9.6
XEGKAX_clean.cif,10.2
XEGKEB_clean.cif,5.1
XEGKIF_clean.cif,4.7
XEGKOL_clean.cif,5.4
XEGKUR_clean.cif,5.4
XEHDEV_clean.cif,12.5
XEHFUL01_clean.cif,0.6
XEHFUL02_clean.cif,0.6
XEHFUL_clean.cif,0.6
XEHRUY_clean.cif,1.6
XEHSAF_clean.cif,1.6
XEHSEJ_clean.cif,1.7
XEHSIN_clean.cif,1.6
XEHSOT_clean.cif,1.6
XEHSUZ_clean.cif,1.6
XEHTUB_clean.cif,0.8
XEJBUL_clean.cif,5.1
XEJJIG_clean.cif,0.8
XEJJOM_clean.cif,0.8
XEJTIR_clean.cif,3.1
XEJVOZ_clean.cif,2.6
XEJWUG_clean.cif,1.1
XEJXAN_clean.cif,1.1
XEJXER_clean.cif,2.4
XEKCAT01_clean.cif,3.9
XEKCAT_clean.cif,3.9
XEKCEX_clean.cif,18.2
XEKCIB_clean.cif,18.1
XEKCOH_clean.cif,5.5
XEKDOI_clean.cif,2.1
XEKDUO_clean.cif,0.7
XEKJIH_clean.cif,2.9
XEKJON_clean.cif,2.9
XEKJUT_clean.cif,2.9
XEKMIL_clean.cif,2.6
XEMHOM_clean.cif,2.6
XENCAU_clean.cif,10.5
XENKIM_clean.cif,6.0
XENMIO_SL.cif,1.2
XENMIO_clean.cif,1.2
XENMOU_SL.cif,1.3
XENMOU_clean.cif,1.3
XENZEX_clean.cif,0.9
XEPBAX_clean.cif,3.4
XEQGAC_clean.cif,1.9
XEQGEH_clean.cif,4.0
XEQLEM01_clean.cif,1.4
XEQLEM_clean.cif,1.4
XEQRAO_clean.cif,1.3
XESGOS_clean.cif,1.4
XESKAJ_clean.cif,1.7
XESKEN_SL.cif,5.0
XESKEN_clean_h.cif,1.7
XESKIR_clean_h.cif,1.8
XESKOX_clean.cif,1.4
XESKUD_clean.cif,5.0
XESLAK_clean.cif,5.0
XEVGUC_clean.cif,17.9
XEVHAJ_clean.cif,2.9
XEVHEN_clean.cif,2.9
XEVVUQ_clean.cif,2.3
XEWDUA_clean.cif,2.7
XEWFAI_clean.cif,2.8
XEWRUO_clean.cif,1.1
XEXLAP_clean.cif,2.6
XEXLET_clean.cif,2.6
XEXLIX_clean.cif,2.3
XEXLOD_clean.cif,2.4
XEXLUJ_clean.cif,2.5
XEXMAQ_clean.cif,2.5
XEXMEU_clean.cif,2.7
XEXNEV_clean.cif,2.6
XEYMAR_clean.cif,6.9
XEZPUP_clean.cif,2.7
XEZRIF_clean.cif,4.8
XIBZUF_clean.cif,6.2
XICDUI_charged.cif,4.9
XICVUB_clean.cif,3.9
XICYAL_clean.cif,10.2
XICYEP_SL.cif,7.5
XICYEP_clean.cif,7.5
XICYIT_SL.cif,7.6
XICYIT_clean.cif,7.6
XIDBUJ_clean.cif,2.6
XIDMED_clean.cif,4.0
XIFHIF_clean.cif,3.7
XIFLOP_clean.cif,1.8
XIFLUV_clean.cif,1.8
XIGFOJ_clean5b.cif,10.2
XIGFOJ_manual.cif,10.2
XIGHAX_clean.cif,9.1
XIGHEB_clean.cif,17.1
XIGHIF_clean.cif,8.9
XIGLOQ_clean.cif,8.5
XIGWUF_clean.cif,2.6
XIHRIQ_clean.cif,2.2
XIHSAJ01_clean.cif,5.3
XIHSAJ_clean.cif,2.8
XIHSEN01_clean.cif,2.7
XIHSEN_clean.cif,2.6
XIHXAP_clean.cif,3.0
XIHXET_clean.cif,2.7
XIJPAI_clean.cif,8.9
XILDUT_clean.cif,3.2
XILLIP_clean.cif,9.6
XILSUI_clean.cif,6.1
XILTAP_clean.cif,6.1
XILVEV_clean.cif,2.7
XILVIZ_clean.cif,3.2
XIMPOA01_clean.cif,3.9
XIMPOA_clean.cif,3.8
XINFUW_clean.cif,3.6
XINHOT_clean.cif,2.6
XINJAH_clean.cif,2.1
XINRAP_clean.cif,3.2
XINWUO_clean.cif,2.2
XINXAV_clean.cif,3.6
XINYAW_clean.cif,7.1
XINZEB_clean.cif,2.6
XIPBII_clean.cif,3.6
XIPBOO_clean.cif,3.6
XIPGUA_clean.cif,3.3
XIPHIN_clean.cif,3.2
XIPTAS_clean.cif,1.1
XIPTEW_clean.cif,1.1
XIPTIA_clean.cif,1.1
XIQHIO_clean.cif,0.8
XIQZIH_clean.cif,2.1
XIRHUC_clean.cif,1.1
XISDIO_clean.cif,9.5
XISDOU_clean.cif,9.6
XISDUA_clean.cif,9.6
XISKUF_clean.cif,1.7
XISLAM_clean.cif,1.7
XISLUI_clean.cif,6.5
XISPEW01_clean.cif,1.7
XISPEW02_clean.cif,1.8
XISPEW_clean.cif,1.7
XISPUM01_clean.cif,1.6
XISPUM_clean.cif,1.5
XISVUR_clean.cif,4.4
XISXEE_clean.cif,6.4
XITYOP_clean.cif,9.5
XIVMEW01_clean.cif,2.4
XIVMEW_clean.cif,2.1
XIVVEF_clean.cif,4.4
XIWKUJ_clean.cif,2.9
XIWLAQ_clean.cif,0.9
XIWYEH_clean.cif,1.4
XIYYEL_clean.cif,3.6
XIZCUG_clean.cif,4.9
XIZJEW_clean.cif,2.5
XIZJIA_clean.cif,4.7
XOBDUO_clean.cif,1.2
XOBXIW_clean.cif,1.6
XOCGUR_clean.cif,1.1
XOCQUD_clean.cif,5.3
XOCWET_clean.cif,1.7
XOCWIX_clean.cif,1.6
XOCWOD_clean.cif,1.6
XOCWUJ_clean.cif,1.6
XODNUB_clean.cif,2.6
XODPUD_clean.cif,12.3
XODXIZ_clean.cif,1.1
XOFFUT_clean.cif,7.2
XOFPEP01_clean.cif,1.7
XOFPEP_clean.cif,1.7
XOFTIW_clean.cif,3.2
XOFTOC_clean.cif,3.2
XOGXAU_clean.cif,4.2
XOGXEY_clean.cif,2.4
XOHFIK_clean.cif,1.8
XOHJUA_clean.cif,1.9
XOHLEM01_clean.cif,1.8
XOHLEM_clean.cif,1.8
XOHTUJ_clean.cif,4.2
XOJCUV_clean.cif,3.6
XOJPES_clean.cif,0.9
XOJPIW_charged.cif,17.7
XOJWEZ_clean.cif,0.9
XOJWID_charged.cif,1.7
XOJWOJ_clean.cif,2.9
XOJXAW_charged.cif,1.9
XOKHAH_clean.cif,5.1
XOKHIP_clean.cif,5.0
XOLYUS_clean.cif,1.8
XOMCIL_clean.cif,0.3
XOMCIN_clean.cif,6.9
XOMCOT_clean.cif,7.1
XOMCUZ_clean.cif,2.3
XOMDOU_clean.cif,10.9
XOMGIQ_clean.cif,6.5
XOMHEO_clean.cif,8.9
XOMJOY_clean.cif,5.8
XOMJUE_clean.cif,5.8
XOMNEU_clean.cif,12.6
XOMZAC_clean.cif,1.5
XONGUD_clean.cif,9.6
XOPJAO_clean.cif,1.4
XOPKIX_clean.cif,1.2
XOPKOD_clean.cif,1.2
XOPLOE_clean.cif,5.4
XOPLUL_clean.cif,1.1
XOPMIA_clean.cif,3.7
XOPVII_clean.cif,1.4
XOPVOO_clean.cif,0.6
XOQXEH_clean.cif,3.2
XOQXIL_clean.cif,5.3
XOQXOR_SL.cif,11.9
XOQXOR_clean.cif,5.0
XORHET_clean.cif,5.9
XOSPEB_clean.cif,1.8
XOSPOK_clean.cif,1.6
XOSPUQ02_clean.cif,1.9
XOSPUQ_clean.cif,2.0
XOSQOL_clean.cif,1.4
XOSQUR_ion_b.cif,1.4
XOTGUI_clean.cif,1.4
XOTHAP_clean.cif,0.8
XOTKIA_charged.cif,5.9
XOTSEG_clean.cif,5.9
XOTSIK_clean.cif,19.8
XOTXAG_clean.cif,2.3
XOTXUB_clean.cif,2.6
XOTZIR_clean.cif,2.1
XOVPIH_clean.cif,1.0
XOVPON_clean.cif,1.0
XOVPUU_clean.cif,13.4
XOVQIJ_clean.cif,7.1
XOVVEK_clean.cif,1.8
XOVVIO_clean.cif,1.8
XOVVOU_clean.cif,2.7
XOVXAI_clean.cif,2.1
XOVXEM_clean.cif,2.2
XOVYIR_clean.cif,2.1
XOVYUD_clean.cif,3.0
XUBGUY_clean.cif,6.7
XUBJAF01_clean.cif,1.2
XUBJAF02_clean.cif,1.2
XUBJAF03_clean.cif,1.2
XUBJAF_clean.cif,1.2
XUCLIS_clean.cif,6.9
XUCNOZ_clean.cif,4.7
XUCSAR01_clean.cif,3.6
XUCSAR_clean.cif,1.2
XUCSOF_clean.cif,3.3
XUDNAN_clean.cif,4.5
XUDNUH_clean.cif,19.2
XUDPET_clean.cif,19.0
XUDPOD_clean.cif,19.5
XUDPUJ_clean.cif,18.6
XUDQAQ_clean.cif,18.8
XUDQEU_clean.cif,19.0
XUDVAV_clean.cif,2.2
XUDYEC_clean.cif,3.9
XUDYOM_clean.cif,4.9
XUFPIZ_clean.cif,5.6
XUFWAX_clean.cif,5.7
XUFWEB_clean.cif,5.7
XUFWIF_clean.cif,5.6
XUFWOL_clean.cif,5.6
XUFWOM_clean.cif,14.3
XUGDOU_clean.cif,3.6
XUGHAK_clean.cif,2.1
XUGROI_clean.cif,5.7
XUGSEY_clean.cif,3.8
XUGSID_clean.cif,4.2
XUGWAZ_clean.cif,2.3
XUGWUS_clean.cif,7.2
XUHCAG_clean.cif,4.0
XUHVON_clean.cif,2.8
XUJCUB_clean.cif,0.4
XUJPEY_clean.cif,2.8
XUJPIC_clean.cif,2.8
XUJPOI_clean.cif,3.8
XUJQAV_clean.cif,3.8
XUJSAY_clean.cif,4.0
XUKHUI_clean.cif,3.5
XUKLAS_clean.cif,1.9
XUKNIC_clean.cif,5.6
XUKYEI_neutral.cif,7.2
XULCIR_clean.cif,3.4
XULDOZ_clean.cif,11.9
XULFOA_clean.cif,1.2
XULGUI_clean.cif,1.6
XULRIH_clean.cif,1.5
XULVAD_clean.cif,1.4
XUMCAK_clean.cif,2.7
XUMFIV_clean.cif,2.0
XUMMOJ_clean.cif,2.4
XUMMUP_clean.cif,2.4
XUMNAW_clean.cif,14.5
XUMNEA_clean.cif,4.5
XUMNIE_clean.cif,11.6
