STRUCTURE_NAME,Volume [nm^3],x_box [A],y_box [A],z_box [A],UnitCell,unit vector a,unit vector b,unit vector c,Framework Mass [g/mol],Framework Density [kg/m^3]
VOXTUZ_clean,2.25266828245338,15.21183,9.59340,15.31461,2 3 2,15.332700000000 0.000000000000 -1.934414103127,0.000000000000 9.593400000000 0.000000000000,0.000000000000 0.000000000000 15.314613928128,1863.620230149847,1373.754666040046
VOXVAH_clean,4.668053176790945,22.81593,21.55460,9.48956,2 2 3,22.821800000000 0.000000000000 -0.215348170273,0.000000000000 21.554600000000 0.000000000000,0.000000000000 0.000000000000 9.489556847691,3715.350460897320,1321.639469388907
VOXVEL_clean,3.516063458598826,14.66330,11.64510,20.54567,2 3 2,14.695800000000 0.000000000000 -1.368603648055,0.000000000000 11.645100000000 0.000000000000,0.000000000000 0.000000000000 20.545667219502,2867.664662587687,1354.318055843050
VOXYUE_clean,2.242149103766335,15.36293,11.59410,12.55932,2 3 2,15.397900000000 0.000000000000 -0.847840211297,0.000000000000 11.594100000000 0.000000000000,0.000000000000 0.000000000000 12.559315004653,2664.466939030675,1973.307899501715
VOYGOH_clean,22.315024280239513,21.55269,29.72760,34.61546,2 1 1,21.685400000000 0.000000000000 -3.847267914380,0.000000000000 29.727600000000 0.000000000000,0.000000000000 0.000000000000 34.615457638965,17257.511255797559,1284.191556646286
VOYLUS_clean,4.440932098875939,15.78251,19.52720,14.12819,2 2 2,16.097100000000 0.000000000000 -2.834888499373,0.000000000000 19.527200000000 0.000000000000,0.000000000000 0.000000000000 14.128189665917,2994.571676270504,1119.720393752825
VOYWUB_clean,1.14829607904,6.07200,9.53000,19.84400,4 3 2,6.072000000000 0.000000000000 0.000000000000,0.000000000000 9.530000000000 0.000000000000,0.000000000000 0.000000000000 19.844000000000,1497.503804594429,2165.524298416969
VOYWUB_clean_h,1.14829607904,6.07200,9.53000,19.84400,4 3 2,6.072000000000 0.000000000000 0.000000000000,0.000000000000 9.530000000000 0.000000000000,0.000000000000 0.000000000000 19.844000000000,1497.503804594429,2165.524298416969
VOZVAJ01_clean,14.894349570321754,31.57821,15.13300,30.85844,1 2 1,31.895000000000 0.000000000000 -4.381915350000,0.000000000000 15.133000000000 0.000000000000,0.000000000000 0.000000000000 30.858435505797,12658.484249461784,1411.266951843093
VOZVEN01_clean,15.090613129599705,32.42512,14.99690,30.50811,1 2 1,32.983000000000 0.000000000000 -5.683538235046,0.000000000000 14.996900000000 0.000000000000,0.000000000000 0.000000000000 30.508105187487,17242.697210165672,1897.349446617800
VOZVIR01_clean,15.615222230967872,33.32136,15.13500,30.42193,1 2 1,33.914000000000 0.000000000000 -5.763132047183,0.000000000000 15.135000000000 0.000000000000,0.000000000000 0.000000000000 30.421927585325,12658.484249461784,1346.116181177819
VUCCON_clean,2.818964088721572,8.84255,8.84255,31.22230,3 3 1,10.210500000000 -5.105250000000 0.000000000000,0.000000000000 8.842552385341 0.000000000000,0.000000000000 0.000000000000 31.222300000000,3086.971846164393,1818.411351657853
VUCCUT_clean,2.801828100383696,8.83554,8.83554,31.08180,3 3 1,10.202400000000 -5.101200000000 0.000000000000,0.000000000000 8.835537579570 0.000000000000,0.000000000000 0.000000000000 31.081800000000,3097.864296244204,1835.988308250981
VUCDAA_clean,2.815500207017049,8.86689,8.86689,31.01300,3 3 1,10.238600000000 -5.119300000000 0.000000000000,0.000000000000 8.866887699187 0.000000000000,0.000000000000 0.000000000000 31.013000000000,3134.947942668723,1848.944088895912
VUCDEE_clean,2.7763058330548187,8.81796,8.81796,30.92160,3 3 1,10.182100000000 -5.091050000000 0.000000000000,0.000000000000 8.817957263874 0.000000000000,0.000000000000 0.000000000000 30.921600000000,3104.991635518925,1857.129281482820
VUCTOE_clean,1.304724321720826,7.72007,7.96338,21.20438,4 4 2,7.726600000000 -0.111893940991 -0.817939344097,0.000000000000 7.963513937702 -0.121872662300,0.000000000000 0.000000000000 21.204380267614,1653.370932566810,2104.265565876459
VUCTUK_clean,0.582858967295781,7.64946,7.83158,9.28138,4 4 3,7.789500000000 0.465556084589 1.832630657062,0.000000000000 8.061968909150 2.267822245078,0.000000000000 0.000000000000 9.281384869702,675.768099090988,1925.232623644964
VUDQOB_clean,2.798870330138845,9.51715,9.96015,26.07399,3 3 1,10.742799980000 5.231086728446 0.864997904531,0.000000000000 9.992124333553 2.091056863621,0.000000000000 0.000000000000 26.073987877159,2515.263602611393,1492.278000544493
VUDXID_clean,5.936837837716085,15.63143,16.64173,20.83292,2 2 2,17.005000000000 -5.174725290394 -5.421572524414,0.000000000000 16.758243916621 -2.469499115012,0.000000000000 0.000000000000 20.832915050071,3012.513658693116,842.602700590895
VUFBEE_clean,1.4187202046422869,6.92131,11.75509,16.58324,4 3 2,7.070000000000 2.499093116128 1.298235337025,0.000000000000 12.100630958629 4.050335169025,0.000000000000 0.000000000000 16.583237622016,1405.174120305217,1644.683734618698
VUGWUR_clean,2.10877965596343,9.17076,11.76332,17.80051,3 3 2,9.557400000000 -2.292645157810 -2.961071996661,0.000000000000 12.395359193681 -5.913018674974,0.000000000000 0.000000000000 17.800505032723,1328.916940878341,1046.443159047463
VUGXAY_clean,2.086806151215927,9.13711,11.71791,17.74769,3 3 2,9.525100000000 -2.319785976510 -2.919116168454,0.000000000000 12.344421949739 -5.880647472139,0.000000000000 0.000000000000 17.747688855552,1331.337485340521,1059.388027705616
VUGXEC_clean,2.082302194966093,9.15036,11.71787,17.71979,3 3 2,9.530000000000 -2.281377980687 -2.906661786741,0.000000000000 12.330832190864 -5.805955271828,0.000000000000 0.000000000000 17.719785840947,1332.921338512681,1062.942500671204
VUGXIG_clean,2.103644405754821,9.17227,11.86347,17.65349,3 3 2,9.529700000000 -2.218139891628 -2.824043126189,0.000000000000 12.504387053397 -5.880696883911,0.000000000000 0.000000000000 17.653494743845,1339.578295657081,1057.413330563644
VUGXOM_clean,2.07469948514398,9.14143,11.80512,17.58158,3 3 2,9.497700000000 -2.252314573891 -2.749599284713,0.000000000000 12.424500314308 -5.769505658845,0.000000000000 0.000000000000 17.581576722981,1355.034773861061,1084.536692739878
VUGXUS_clean,2.1041256205372,9.17321,11.86516,17.65295,3 3 2,9.530700000000 -2.218707492756 -2.823658354271,0.000000000000 12.506317588387 -5.881222001309,0.000000000000 0.000000000000 17.652954916378,1368.956726512681,1080.356437557361
VUGYAZ_clean,2.064627676172226,9.13102,11.83469,17.50663,3 3 2,9.472700000000 -2.252428203456 -2.617145324879,0.000000000000 12.449886392585 -5.717663105538,0.000000000000 0.000000000000 17.506630796645,1376.104964307007,1106.773686914096
VUGYED_clean,2.068882834186771,9.12856,11.89437,17.46402,3 3 2,9.464400000000 -2.267044146279 -2.547887070204,0.000000000000 12.516955508382 -5.723954018956,0.000000000000 0.000000000000 17.464015204883,1380.966677112681,1108.399475195707
VUGYIH_clean,2.079228348751094,9.10796,11.71456,17.74093,3 3 2,9.495100000000 -2.321109305791 -2.916867868772,0.000000000000 12.343155667842 -5.889273956972,0.000000000000 0.000000000000 17.740932300921,1397.181424088482,1115.834085440814
VUHGAH_clean,1.629753071817848,18.96004,7.08400,11.80709,2 4 3,19.485000000000 0.000000000000 -2.797606071716,0.000000000000 7.084000000000 0.000000000000,0.000000000000 0.000000000000 11.807089237721,1248.679404578038,1272.266666903982
VUHJAK_clean,3.144681809119278,12.69247,12.69247,16.90500,2 2 2,14.656000000000 -7.327999997346 0.000000000000,0.000000000000 12.692467996081 0.000000000000,0.000000000000 0.000000000000 16.905000000000,3628.757551441819,1916.153305739590
VUHMOC_clean,15.329679201425321,34.09476,15.01360,29.41871,1 2 1,34.707600000000 0.000000000000 -5.602873457998,0.000000000000 15.013600000000 0.000000000000,0.000000000000 0.000000000000 29.418711142123,19796.438602869526,2144.386227477145
VUHMUI_clean,15.288984651761327,34.11510,14.91030,29.45360,1 2 1,34.814000000000 0.000000000000 -5.992402004778,0.000000000000 14.910300000000 0.000000000000,0.000000000000 0.000000000000 29.453596846788,16981.062297813736,1844.315512678519
VUHNAP_clean,15.507536659725792,33.92320,14.92920,30.03932,1 2 1,34.579300000000 0.000000000000 -5.936504518196,0.000000000000 14.929200000000 0.000000000000,0.000000000000 0.000000000000 30.039319003523,16489.096338517604,1765.643611845743
VUHNET_clean,16.560555978000227,32.94145,14.39200,33.54061,1 2 1,34.307000000000 0.000000000000 -9.757146802518,0.000000000000 14.392000000000 0.000000000000,0.000000000000 0.000000000000 33.540614891115,12658.484249461791,1269.275219124119
VUHNIX_clean,15.680802526680989,34.17794,14.78380,30.43272,1 2 1,34.853100000000 0.000000000000 -6.078848455847,0.000000000000 14.783800000000 0.000000000000,0.000000000000 0.000000000000 30.432721709713,17242.697210165672,1825.937570596370
VUHNUJ_clean,15.228986599927266,34.25605,14.92630,29.21384,1 2 1,34.924500000000 0.000000000000 -5.799333760524,0.000000000000 14.926300000000 0.000000000000,0.000000000000 0.000000000000 29.213839650824,17765.967034869536,1937.166080319121
VUHPAR_clean,15.730747016111128,34.19471,14.80110,30.45020,1 2 1,34.903200000000 0.000000000000 -6.230591782958,0.000000000000 14.801100000000 0.000000000000,0.000000000000 0.000000000000 30.450197096967,19796.438602869526,2089.713407603063
VUHPOF_clean,15.759673382419322,34.05096,14.90180,30.44168,1 2 1,34.740800000000 0.000000000000 -6.158580404689,0.000000000000 14.901800000000 0.000000000000,0.000000000000 0.000000000000 30.441683559865,20319.708427573361,2141.012820561620
VUHPUL_clean,15.366284334168567,34.04458,14.98880,29.58600,1 2 1,34.651000000000 0.000000000000 -5.609052892400,0.000000000000 14.988800000000 0.000000000000,0.000000000000 0.000000000000 29.585998287201,22350.179995573359,2415.244871479034
VUJBEI_clean,19.660455342063198,24.73568,24.73568,24.73568,1 1 1,30.294900000000 15.147450000000 15.147450000000,0.000000000000 26.236153005109 8.745384335036,0.000000000000 0.000000000000 24.735682269547,6661.606597758291,562.644941090333
VUJBIM_clean,19.594917519801122,24.70817,24.70817,24.70817,1 1 1,30.261200000000 15.130600000000 15.130600000000,0.000000000000 26.206967949002 8.735655983001,0.000000000000 0.000000000000 24.708166334770,6616.902077214701,560.738372030348
VUJBOS_clean,118.45758137292802,49.11200,49.11200,49.11200,1 1 1,49.112000000000 0.000000000000 0.000000000000,0.000000000000 49.112000000000 0.000000000000,0.000000000000 0.000000000000 49.112000000000,36817.404166970089,516.106480716061
VUKHOZ_clean,6.4974318774336,6.76810,30.98400,30.98400,4 1 1,6.768100000000 0.000000000000 0.000000000000,0.000000000000 30.984000000000 0.000000000000,0.000000000000 0.000000000000 30.984000000000,4847.763015950271,1238.935379053331
VUKJOC_clean,10.004452512464827,15.17865,28.14800,22.29043,2 1 2,15.945100000000 0.000000000000 -7.172557290210,0.000000000000 28.148000000000 0.000000000000,0.000000000000 0.000000000000 22.290434673166,8763.927171856199,1454.636368045140
VUKJUI_clean,10.083429503906098,15.18043,28.16600,22.41704,2 1 2,15.970000000000 0.000000000000 -7.323552302787,0.000000000000 28.166000000000 0.000000000000,0.000000000000 0.000000000000 22.417035278296,8749.051928471099,1440.793486350423
VUKROK_clean,3.1382226096890724,20.35231,16.49690,9.32272,2 2 3,20.405100000000 0.000000000000 -0.671875451349,0.000000000000 16.496900000000 0.000000000000,0.000000000000 0.000000000000 9.322720793195,1315.816007923993,696.242335278769
VUKRUQ_clean,1.2784642794148549,9.28967,10.63356,12.40122,3 3 2,9.477800000000 -2.033841900988 -0.457480183720,0.000000000000 10.877187302414 -2.669814153009,0.000000000000 0.000000000000 12.401221118499,657.908003961997,854.526588492013
VUKSAX_clean,3.287550301710779,18.60130,18.73590,9.40499,2 2 3,18.656900000000 0.000000000000 -0.727687127190,0.000000000000 18.735900000000 0.000000000000,0.000000000000 0.000000000000 9.404990539864,1315.816007923993,664.617492622862
VUKSIF_clean,2.191380129697432,11.59029,12.77112,13.46085,3 2 2,12.694700000000 0.075428426285 6.021353815567,0.000000000000 12.823978173426 1.225954846211,0.000000000000 0.000000000000 13.460850692018,1657.069750574407,1255.660054781676
VUKSOL_clean,2.5002206988222913,9.30221,15.22670,17.56749,3 2 2,9.346800000000 0.000000000000 -1.722197461477,0.000000000000 15.226700000000 0.000000000000,0.000000000000 0.000000000000 17.567485556951,1625.070940720146,1079.302012019395
VUKTAY_clean,5.05317104521001,14.49708,15.22324,22.64049,2 2 2,14.604000000000 0.893251138740 2.533427090701,0.000000000000 15.282918026448 2.006663052688,0.000000000000 0.000000000000 22.640493602594,4277.461026867683,1405.630172340565
VUKTEC_clean,5.020832843979699,14.49612,15.19678,22.56028,2 2 2,14.589000000000 0.960818077304 2.251228206642,0.000000000000 15.254771503445 1.972864275518,0.000000000000 0.000000000000 22.560282403197,4290.245202451760,1418.911668077878
VUKTIG_clean,5.08812330124234,14.51553,15.21406,22.78464,2 2 2,14.626000000000 0.937057309222 2.562793250817,0.000000000000 15.268272089508 1.925191131638,0.000000000000 0.000000000000 22.784639800976,4332.547216381762,1413.952062911643
VUKTOM_clean,5.372685578588434,14.90793,15.22006,23.34651,2 2 2,15.089000000000 0.849213083270 3.493833958764,0.000000000000 15.251375745788 1.498454909319,0.000000000000 0.000000000000 23.346508800104,4345.933013058241,1343.199777159806
VUKTUS_clean,5.415652894825596,14.94283,15.17853,23.44362,2 2 2,15.189000000000 0.839124707304 4.154267414915,0.000000000000 15.208868916708 1.483119670793,0.000000000000 0.000000000000 23.443622657078,4374.525964235541,1341.310072067443
VUKYOR_clean,16.176639187878443,32.81650,14.58970,32.64548,1 2 1,33.964000000000 0.000000000000 -8.708259162122,0.000000000000 14.589700000000 0.000000000000,0.000000000000 0.000000000000 32.645483475748,16446.845928541781,1688.275560796858
VUKYUX_clean,15.720335034120804,32.21169,14.39750,32.69981,1 2 1,33.391000000000 0.000000000000 -8.929096342270,0.000000000000 14.397500000000 0.000000000000,0.000000000000 0.000000000000 32.699814181589,10995.102614101592,1161.412505225645
VULFIT_clean,2.024604647712136,12.74993,10.85670,13.76299,2 3 2,13.549700000000 0.000000000000 -4.950639284842,0.000000000000 10.856700000000 0.000000000000,0.000000000000 0.000000000000 13.762987406860,1844.353575878707,1512.700537346917
VULFOZ_clean,2.015651506150328,12.67137,10.82980,13.81733,2 3 2,13.470100000000 0.000000000000 -4.982719614718,0.000000000000 10.829800000000 0.000000000000,0.000000000000 0.000000000000 13.817331946910,1848.385338894290,1522.741122544342
VULKIX_clean,1.687521041718838,10.76045,10.56844,13.27973,3 3 2,11.031100200000 -0.000000126666 -2.997116793783,0.000000000000 11.519699710000 -5.759789022251,0.000000000000 0.000000000000 13.279728895042,1381.011877809204,1358.930436106025
VULKOD_clean,3.954845667165084,7.65480,20.14910,25.64130,4 2 1,7.654800000000 0.000000000000 0.000000000000,0.000000000000 20.149100000000 0.000000000000,0.000000000000 0.000000000000 25.641300000000,3322.763301599629,1395.143478754734
VUMBIQ_clean,5.094517205740675,28.47740,9.46940,18.89210,1 3 2,28.477400000000 0.000000000000 0.000000000000,0.000000000000 9.469400000000 0.000000000000,0.000000000000 0.000000000000 18.892100000000,4762.244302103051,1552.235623196641
VUMBOW_clean,5.518363386754062,33.71860,7.94810,20.59100,1 4 2,33.718600000000 0.000000000000 0.000000000000,0.000000000000 7.948100000000 0.000000000000,0.000000000000 0.000000000000 20.591000000000,5274.914763534703,1587.282248576829
VUMCEM_clean,2.252694306413642,7.51650,21.50700,12.93755,4 2 2,8.096000000000 0.000000000000 -5.177268895087,0.000000000000 21.507000000000 0.000000000000,0.000000000000 0.000000000000 12.937546590755,1379.276696884278,1016.712460060178
VUMCIQ_clean,5.743561198560998,16.66272,17.93700,17.11333,2 2 2,18.711000000000 0.000000000000 -8.742261257708,0.000000000000 17.937000000000 0.000000000000,0.000000000000 0.000000000000 17.113326885851,3775.856947727847,1091.649670212250
VUMYUZ_clean,10.278077255345682,24.84229,19.32700,21.28899,1 2 2,24.980000000000 0.000000000000 -2.244700631901,0.000000000000 19.327000000000 0.000000000000,0.000000000000 0.000000000000 21.288987013786,10271.056370094750,1659.404423914531
VUNCAJ_clean,1.200237038636613,8.61700,9.60800,14.47583,3 3 2,8.629599510000 0.000000000000 -0.783222072337,0.000000000000 9.608000000000 0.000000000000,0.000000000000 0.000000000000 14.475827167572,1146.314663120365,1585.936635716080
VUNCEM01_clean,0.889609757604087,9.43705,9.65680,9.51542,3 3 3,9.681400000000 0.000000000000 -2.179322982476,0.000000000000 9.656800000000 0.000000000000,0.000000000000 0.000000000000 9.515423825456,1385.584958408952,2586.322219299805
VUNCEM_clean,0.889609651920931,9.43666,9.65700,9.51562,3 3 3,9.681000000000 0.000000000000 -2.179367632499,0.000000000000 9.657000000000 0.000000000000,0.000000000000 0.000000000000 9.515618777695,1381.553195393369,2578.796867838994
VUNHAN_clean,3.449405348008748,13.46753,12.35600,20.31646,2 2 2,13.741000000000 0.000000000000 -4.114970027491,0.000000000000 12.356000000000 0.000000000000,0.000000000000 0.000000000000 20.316457926343,2849.475105686597,1371.733179037860
VUNHAO_clean,7.6894607634000005,29.84600,21.31000,12.09000,1 2 2,29.846000000000 0.000000000000 0.000000000000,0.000000000000 21.310000000000 0.000000000000,0.000000000000 0.000000000000 12.090000000000,2783.472353209197,601.090736980594
VUNNEZ_clean,1.663281129491878,18.61070,18.61070,4.80220,2 2 5,18.610700000000 0.000000000000 0.000000000000,0.000000000000 18.610700000000 0.000000000000,0.000000000000 0.000000000000 4.802200000000,1420.819876282971,1418.477241415403
VUNXUY_clean,8.335791584576,20.27600,20.27600,20.27600,2 2 2,20.276000000000 0.000000000000 0.000000000000,0.000000000000 20.276000000000 0.000000000000,0.000000000000 0.000000000000 20.276000000000,8908.904975948992,1774.706286154723
VUNYUZ_clean,8.64327031942457,20.52230,20.52230,20.52230,2 2 2,20.522300000000 0.000000000000 0.000000000000,0.000000000000 20.522300000000 0.000000000000,0.000000000000 0.000000000000 20.522300000000,8998.314017036135,1728.749460361834
VUPDOB_clean,3.34089522027007,6.94403,26.63700,17.87418,4 1 2,7.017000000000 0.000000000000 -2.598003161549,0.000000000000 26.637000000000 0.000000000000,0.000000000000 0.000000000000 17.874177563530,3788.987666646648,1883.255936119633
VUPFAP_clean,3.2603890823928268,6.89890,26.43300,17.70932,4 1 2,6.965000000000 0.000000000000 -2.457371038598,0.000000000000 26.433000000000 0.000000000000,0.000000000000 0.000000000000 17.709318693238,3857.459652837209,1964.630900920295
VUPFET_clean,3.2279315161396713,6.89560,26.30300,17.62980,4 1 2,6.961000000000 0.000000000000 -2.433793257440,0.000000000000 26.303000000000 0.000000000000,0.000000000000 0.000000000000 17.629800321616,3886.052604014513,1999.094717706519
VUPFIX_clean,1.6509180878275669,6.72769,13.79264,17.42260,4 2 2,6.870000000000 1.362128585476 3.175710296556,0.000000000000 13.792904179926 0.108758619295,0.000000000000 0.000000000000 17.422604158824,1926.492643177595,1937.719178390710
VUQJUN01_clean,4.959455065822856,13.44442,14.78073,23.77558,2 2 2,13.818999720000 -2.958738854716 -2.231084247563,0.000000000000 15.094760407957 -4.926939050819,0.000000000000 0.000000000000 23.775580406581,2361.195947155128,790.582283655078
VUQJUN_clean,4.959455065822856,13.44442,14.78073,23.77558,2 2 2,13.818999720000 -2.958738854716 -2.231084247563,0.000000000000 15.094760407957 -4.926939050819,0.000000000000 0.000000000000 23.775580406581,2361.195947155128,790.582283655078
VUQKAU01_clean,2.810664673323995,12.84595,18.11870,11.12454,2 2 3,13.944400000000 0.000000000000 -4.697818063473,0.000000000000 18.118700000000 0.000000000000,0.000000000000 0.000000000000 11.124542735884,1770.896960366348,1046.244687823085
VUQKAU02_clean,2.846726602619151,11.18727,12.81847,18.25010,3 2 2,12.168700000000 -5.485797001724 0.000000000000,0.000000000000 12.818474004113 0.000000000000,0.000000000000 0.000000000000 18.250100000000,1770.896960366344,1032.991008343292
VUQKAU_clean,2.91942092582526,11.30154,12.77199,18.50700,3 2 2,12.351000000000 -5.630456001946 0.000000000000,0.000000000000 12.771990003591 0.000000000000,0.000000000000 0.000000000000 18.507000000000,1770.896960366344,1007.269269636399
VUQKOI_clean,3.170015117915473,12.78657,13.44874,16.08701,2 2 2,14.196000410000 6.592657801544 0.603329535736,0.000000000000 13.880978499299 4.111256111660,0.000000000000 0.000000000000 16.087006920358,2593.305646775495,1358.442876929059
VUQKUO_clean,5.668175759325461,13.93298,15.79976,25.70400,2 2 1,13.957000000000 -0.928162999102 0.000000000000,0.000000000000 15.799760995399 0.000000000000,0.000000000000 0.000000000000 25.704000000000,4453.341084748893,1304.642913083248
VUQLEZ_charged,3.349046240232744,9.71613,16.50029,17.72907,3 2 2,10.133300000000 -1.449321502119 -4.341960684348,0.000000000000 18.641645088175 -9.320756455949,0.000000000000 0.000000000000 17.729072184253,4562.608687968764,2262.252557226576
VURLIF_clean,3.8103374389491793,26.35923,7.90000,17.36968,1 4 2,27.768000000000 0.000000000000 -5.754226279611,0.000000000000 7.900000000000 0.000000000000,0.000000000000 0.000000000000 17.369677139286,2188.201755525775,953.614690337523
VURNED01_clean,2.2031255405867043,13.43070,17.09640,9.59480,2 2 3,13.430700000000 0.000000000000 0.000000000000,0.000000000000 17.096400000000 0.000000000000,0.000000000000 0.000000000000 9.594800000000,1310.761622501409,987.946621998197
VURNED02_clean,2.212494527228535,13.50150,17.05330,9.60930,2 2 3,13.501500000000 0.000000000000 0.000000000000,0.000000000000 17.053300000000 0.000000000000,0.000000000000 0.000000000000 9.609300000000,1310.761622501409,983.763082292028
VURNED03_clean,2.218803925838976,13.57790,16.98820,9.61920,2 2 3,13.577900000000 0.000000000000 0.000000000000,0.000000000000 16.988200000000 0.000000000000,0.000000000000 0.000000000000 9.619200000000,1310.761622501409,980.965650147559
VURNED04_clean,2.300645439396,14.34600,16.50900,9.71400,2 2 3,14.346000000000 0.000000000000 0.000000000000,0.000000000000 16.509000000000 0.000000000000,0.000000000000 0.000000000000 9.714000000000,1310.761622501409,946.069480498487
VURNED_clean,2.2474212223632,13.96600,16.69200,9.64060,2 2 3,13.966000000000 0.000000000000 0.000000000000,0.000000000000 16.692000000000 0.000000000000,0.000000000000 0.000000000000 9.640600000000,1310.761622501409,968.474629500867
VURYIR_clean,1.3929249165169648,4.68252,11.02920,26.79700,6 3 1,4.713000000000 -1.260519000635 0.000000000000,0.000000000000 11.029202004016 0.000000000000,0.000000000000 0.000000000000 26.797000000000,1327.003921029080,1581.952749389186
VURYOX_clean,1.59396825522217,4.68125,10.91691,31.01100,6 3 1,4.708300000000 -1.175354000564 0.000000000000,0.000000000000 10.916911002118 0.000000000000,0.000000000000 0.000000000000 31.011000000000,1286.944846702213,1340.692796170257
VUSJUP_clean,4.193886351397868,14.77968,14.77968,14.78021,2 2 2,18.100999580000 9.050472923172 9.049515209775,0.000000000000 15.675941709172 5.224750140228,0.000000000000 0.000000000000 14.780205054066,1311.671718758939,519.346854741373
VUSKAW_clean,4.299693906115518,14.90295,14.90295,14.90351,2 2 2,18.251899570000 9.125812316328 9.124979209792,0.000000000000 15.806688523598 5.268361953628,0.000000000000 0.000000000000 14.903510349795,1539.960253947449,594.731554181248
VUSKEA_clean,4.299693906115518,14.90295,14.90295,14.90351,2 2 2,18.251899570000 9.125812316328 9.124979209792,0.000000000000 15.806688523598 5.268361953628,0.000000000000 0.000000000000 14.903510349795,1539.960253947449,594.731554181248
VUSQIK_charged,9.144970706431492,19.04350,21.60230,22.22980,2 2 2,19.043500000000 0.000000000000 0.000000000000,0.000000000000 21.602300000000 0.000000000000,0.000000000000 0.000000000000 22.229800000000,20167.591924295553,3662.020195581966
VUTVAJ_clean,1.603497369849519,9.87604,15.49940,10.23855,3 2 3,10.104500000000 0.000000000000 -2.214962664409,0.000000000000 15.499400000000 0.000000000000,0.000000000000 0.000000000000 10.238551926678,1542.555701248470,1597.429174632579
VUVZAP_clean,1.884468289899861,10.11493,11.31800,16.20772,3 3 2,10.273000000000 0.000000000000 -2.876528637478,0.000000000000 11.318000000000 0.000000000000,0.000000000000 0.000000000000 16.207717420962,1789.217964061325,1576.606905931533
VUWPIN_clean,7.225884470150287,19.33290,19.33290,19.33290,2 2 2,19.332900000000 0.000000000000 0.000000000000,0.000000000000 19.332900000000 0.000000000000,0.000000000000 0.000000000000 19.332900000000,10216.575526530825,2347.812144843339
VUWROW_clean,1.788050453448134,11.09905,11.20724,12.81424,3 3 2,11.957700000000 -3.632971132707 -2.079103471966,0.000000000000 11.669148525446 -3.716762323613,0.000000000000 0.000000000000 12.814242784598,1145.168642716682,1063.502920842168
VUWRUC_clean,5.299976755229425,18.85750,21.81470,12.88370,2 2 2,18.857500000000 0.000000000000 0.000000000000,0.000000000000 21.814700000000 0.000000000000,0.000000000000 0.000000000000 12.883700000000,3723.978190894438,1166.761721612380
VUWSAJ_clean,2.7853492239520428,9.46972,21.32180,13.28660,3 2 2,9.832000000000 0.000000000000 -3.710185825561,0.000000000000 21.321800000000 0.000000000000,0.000000000000 0.000000000000 13.286601790895,1861.989095447224,1110.060086947209
VUZNOV_clean,9.696015250562542,11.99532,11.99532,58.35800,3 3 1,13.851000000000 -6.925500000000 0.000000000000,0.000000000000 11.995317867818 0.000000000000,0.000000000000 0.000000000000 58.358000000000,4173.399046854263,714.735957016104
VUZVER_clean,0.51826089140568,17.93700,6.42990,4.49360,2 4 6,17.937000000000 0.000000000000 0.000000000000,0.000000000000 6.429900000000 0.000000000000,0.000000000000 0.000000000000 4.493600000000,921.496753234259,2952.530415985993
WABTOK_clean,1.188644700298893,10.11571,10.11571,11.30325,3 3 3,10.274000410000 0.888631945888 1.902713255449,0.000000000000 10.235497690068 1.744679693917,0.000000000000 0.000000000000 11.303254731411,1276.115872148090,1782.736106886957
WABVIF01_clean,0.993280565035008,8.96640,8.96640,12.35480,3 3 2,8.966400000000 0.000000000000 0.000000000000,0.000000000000 8.966400000000 0.000000000000,0.000000000000 0.000000000000 12.354800000000,734.255764353247,1227.508294176918
WABVIF02_clean,0.952311124805775,8.86450,8.86450,12.11910,3 3 2,8.864500000000 0.000000000000 0.000000000000,0.000000000000 8.864500000000 0.000000000000,0.000000000000 0.000000000000 12.119100000000,734.255764353247,1280.317010130357
WABVIF03_clean,0.9326972960742399,8.80480,8.80480,12.03100,3 3 2,8.804800000000 0.000000000000 0.000000000000,0.000000000000 8.804800000000 0.000000000000,0.000000000000 0.000000000000 12.031000000000,734.255764353247,1307.240984998157
WABVIF04_clean,1.03105270565784,9.05820,9.05820,12.56600,3 3 2,9.058200000000 0.000000000000 0.000000000000,0.000000000000 9.058200000000 0.000000000000,0.000000000000 0.000000000000 12.566000000000,734.255764353247,1182.539093622073
WABVIF_clean,1.023769488654336,9.03680,9.03680,12.53640,3 3 2,9.036800000000 0.000000000000 0.000000000000,0.000000000000 9.036800000000 0.000000000000,0.000000000000 0.000000000000 12.536400000000,734.255764353247,1190.951816338880
WABVOL_clean,2.9752969991995517,14.38280,14.38280,14.38280,2 2 2,14.382800000000 0.000000000000 0.000000000000,0.000000000000 14.382800000000 0.000000000000,0.000000000000 0.000000000000 14.382800000000,2671.946906553287,1491.236443038242
WABVUR_clean,2.938216428988353,14.32280,14.32280,14.32280,2 2 2,14.322800000000 0.000000000000 0.000000000000,0.000000000000 14.322800000000 0.000000000000,0.000000000000 0.000000000000 14.322800000000,2244.407518808512,1268.431272370219
WABWAY_clean,2.9930190216508983,14.41130,14.41130,14.41130,2 2 2,14.411300000000 0.000000000000 0.000000000000,0.000000000000 14.411300000000 0.000000000000,0.000000000000 0.000000000000 14.411300000000,2340.705908745138,1298.632845703507
WABWEC_clean,3.0660035426718752,14.52750,14.52750,14.52750,2 2 2,14.527500000000 0.000000000000 0.000000000000,0.000000000000 14.527500000000 0.000000000000,0.000000000000 0.000000000000 14.527500000000,2202.767293059739,1193.012449322886
